,step,cost
74,3625000.0,72.0226898193
75,3624000.0,72.0245895386
76,3623000.0,72.02784729
77,3622000.0,72.0222320557
78,3621000.0,72.024307251
79,3620000.0,72.0280227661
80,3619000.0,72.0414733887
81,3618000.0,72.0248260498
82,3617000.0,72.027557373
83,3616000.0,72.037109375
84,3615000.0,72.031036377
85,3614000.0,72.0375213623
86,3613000.0,72.0325927734
87,3612000.0,72.0339508057
88,3611000.0,72.0366973877
89,3610000.0,72.0413665771
90,3609000.0,72.0372619629
91,3608000.0,72.0403060913
92,3607000.0,72.0400238037
93,3606000.0,72.0425415039
94,3605000.0,72.0468139648
95,3604000.0,72.0470581055
96,3603000.0,72.0511474609
97,3602000.0,72.0567779541
98,3601000.0,72.0367431641
99,3600000.0,72.0444030762
100,3599000.0,72.0399475098
101,3598000.0,72.0403137207
102,3597000.0,72.0430603027
103,3596000.0,72.0447540283
104,3595000.0,72.0450439453
105,3594000.0,72.0491256714
106,3593000.0,72.0587997437
107,3592000.0,72.0431365967
108,3591000.0,72.0537872314
109,3590000.0,72.0414428711
110,3589000.0,72.0479278564
111,3588000.0,72.0514144897
112,3587000.0,72.0557098389
113,3586000.0,72.0628814697
114,3585000.0,72.0546875
115,3584000.0,72.0501861572
116,3583000.0,72.0545196533
117,3582000.0,72.0522460938
118,3581000.0,72.0569915771
119,3580000.0,72.0606307983
120,3579000.0,72.0598144531
121,3578000.0,72.0597991943
122,3577000.0,72.0592346191
123,3576000.0,72.0641479492
124,3575000.0,72.0675811768
125,3574000.0,72.0863723755
126,3573000.0,72.0675964355
127,3572000.0,72.0645446777
128,3571000.0,72.0694122314
129,3570000.0,72.068359375
130,3569000.0,72.0941009521
131,3568000.0,72.0948104858
132,3567000.0,72.1052246094
133,3566000.0,72.0780181885
134,3565000.0,73.3647613525
135,3564000.0,73.3619613647
136,3563000.0,73.3929214478
137,3562000.0,73.3668823242
138,3561000.0,73.3465194702
139,3560000.0,73.3405151367
140,3559000.0,73.3738098145
141,3558000.0,73.3793029785
142,3557000.0,73.3945007324
143,3556000.0,73.3815536499
144,3555000.0,73.4280776978
145,3554000.0,73.4485321045
146,3553000.0,73.3791046143
147,3552000.0,73.4395675659
148,3551000.0,73.3969955444
149,3550000.0,73.4791717529
150,3549000.0,73.480758667
151,3548000.0,73.6192321777
152,3547000.0,73.4730148315
153,3546000.0,73.6087417603
154,3545000.0,73.5307006836
155,3544000.0,73.5298461914
156,3543000.0,73.6064147949
157,3542000.0,73.5227966309
158,3541000.0,73.6127166748
159,3540000.0,73.4951705933
160,3539000.0,73.4997253418
161,3538000.0,73.5436019897
162,3537000.0,73.6318817139
163,3536000.0,73.5092086792
164,3535000.0,73.494682312
165,3534000.0,73.580368042
166,3533000.0,73.4905853271
167,3532000.0,73.5107421875
168,3531000.0,73.5534973145
169,3530000.0,73.5091705322
170,3529000.0,73.4955215454
171,3528000.0,73.512046814
172,3527000.0,73.5647659302
173,3526000.0,73.4914855957
174,3525000.0,73.514251709
175,3524000.0,73.6340332031
176,3523000.0,73.5176391602
177,3522000.0,73.6189041138
178,3521000.0,73.4796981812
179,3520000.0,73.4789123535
180,3519000.0,73.5582122803
181,3518000.0,73.4758758545
182,3517000.0,73.5045318604
183,3516000.0,73.6376037598
184,3515000.0,73.6515426636
185,3514000.0,73.5626068115
186,3513000.0,73.5460968018
187,3512000.0,73.5345306396
188,3511000.0,73.5609359741
189,3510000.0,73.5549697876
190,3509000.0,73.6790084839
191,3508000.0,73.5219421387
192,3507000.0,73.5070953369
193,3506000.0,73.5319061279
194,3505000.0,73.5317306519
195,3504000.0,73.5084075928
196,3503000.0,73.572013855
197,3502000.0,73.5511627197
198,3501000.0,73.5294952393
199,3500000.0,73.5048675537
200,3499000.0,73.5446777344
201,3498000.0,73.5265655518
202,3497000.0,73.5576934814
203,3496000.0,73.5275726318
204,3495000.0,73.561126709
205,3494000.0,73.6110839844
206,3493000.0,73.5172576904
207,3492000.0,73.502571106
208,3491000.0,73.6442108154
209,3490000.0,73.543838501
210,3489000.0,73.5733261108
211,3488000.0,73.6157836914
212,3487000.0,73.5991210938
213,3486000.0,73.5670471191
214,3485000.0,73.5376663208
215,3484000.0,73.6276321411
216,3483000.0,73.5310745239
217,3482000.0,73.7113952637
218,3481000.0,73.5721206665
219,3480000.0,73.6143951416
220,3479000.0,73.6103591919
221,3478000.0,73.6109466553
222,3477000.0,73.594291687
223,3476000.0,73.6461257935
224,3475000.0,73.6641845703
225,3474000.0,73.5990447998
226,3473000.0,73.7208175659
227,3472000.0,73.5590820312
228,3471000.0,73.6092987061
229,3470000.0,73.7180252075
230,3469000.0,73.6468429565
231,3468000.0,73.6932449341
232,3467000.0,73.6478652954
233,3466000.0,73.6297225952
234,3465000.0,73.7023086548
235,3464000.0,73.6824645996
236,3463000.0,73.7345581055
237,3462000.0,73.7389678955
238,3461000.0,73.7122955322
239,3460000.0,73.6570663452
240,3459000.0,73.7090911865
241,3458000.0,73.9087524414
242,3457000.0,73.8970184326
243,3456000.0,74.0089569092
244,3455000.0,73.7873840332
245,3454000.0,73.8609466553
246,3453000.0,73.8965988159
247,3452000.0,74.191696167
248,3451000.0,73.8502044678
249,3450000.0,73.874961853
250,3449000.0,73.9109954834
251,3448000.0,73.8161239624
252,3447000.0,73.9362106323
253,3446000.0,73.8612670898
254,3445000.0,73.90209198
255,3444000.0,73.9476165771
256,3443000.0,73.9758453369
257,3442000.0,74.3287353516
258,3441000.0,74.1013031006
259,3440000.0,74.0893630981
260,3439000.0,74.3583068848
261,3438000.0,74.241317749
262,3437000.0,74.5367279053
263,3436000.0,75.6811523438
264,3435000.0,74.6162719727
265,3434000.0,75.6048202515
266,3433000.0,76.0045013428
267,3432000.0,76.4483108521
268,3431000.0,75.6437911987
269,3430000.0,75.7222137451
270,3429000.0,75.645690918
271,3428000.0,75.7371826172
272,3427000.0,75.6969299316
273,3426000.0,75.675994873
274,3425000.0,75.6786346436
275,3424000.0,75.6904830933
276,3423000.0,75.6651763916
277,3422000.0,75.6807327271
278,3421000.0,75.8758392334
279,3420000.0,75.7043609619
280,3419000.0,75.7317199707
281,3418000.0,75.7214126587
282,3417000.0,75.7323303223
283,3416000.0,75.7163543701
284,3415000.0,75.7314453125
285,3414000.0,75.7134246826
286,3413000.0,75.7148284912
287,3412000.0,75.7250366211
288,3411000.0,75.8001098633
289,3410000.0,75.7206268311
290,3409000.0,75.731048584
291,3408000.0,75.7530212402
292,3407000.0,75.7398147583
293,3406000.0,75.7145843506
294,3405000.0,75.7137298584
295,3404000.0,75.747467041
296,3403000.0,75.7187957764
297,3402000.0,75.76612854
298,3401000.0,75.7211303711
299,3400000.0,75.7117385864
300,3399000.0,75.8638763428
301,3398000.0,75.7233581543
302,3397000.0,75.7243728638
303,3396000.0,75.717590332
304,3395000.0,75.7222824097
305,3394000.0,75.7466049194
306,3393000.0,75.7211608887
307,3392000.0,75.9010925293
308,3391000.0,75.723526001
309,3390000.0,75.7241516113
310,3389000.0,75.7353286743
311,3388000.0,75.7261657715
312,3387000.0,75.8899688721
313,3386000.0,75.7425613403
314,3385000.0,75.7427749634
315,3384000.0,75.7456359863
316,3383000.0,75.7477035522
317,3382000.0,75.7286911011
318,3381000.0,75.7473068237
319,3380000.0,75.7308349609
320,3379000.0,75.736328125
321,3378000.0,75.7337493896
322,3377000.0,75.7421112061
323,3376000.0,75.7428436279
324,3375000.0,75.7441482544
325,3374000.0,75.7470550537
326,3373000.0,75.7391204834
327,3372000.0,75.7480926514
328,3371000.0,75.7415466309
329,3370000.0,75.7395858765
330,3369000.0,75.7419433594
331,3368000.0,75.7449951172
332,3367000.0,75.7368469238
333,3366000.0,75.7441940308
334,3365000.0,75.7414169312
335,3364000.0,75.7413024902
336,3363000.0,75.7456512451
337,3362000.0,75.7480239868
338,3361000.0,75.7414398193
339,3360000.0,75.7440490723
340,3359000.0,75.7503051758
341,3358000.0,75.7482910156
342,3357000.0,75.7544403076
343,3356000.0,75.7501220703
344,3355000.0,75.75365448
345,3354000.0,75.7560577393
346,3353000.0,75.7650375366
347,3352000.0,75.7534408569
348,3351000.0,75.7569732666
349,3350000.0,75.7531814575
350,3349000.0,75.7555236816
351,3348000.0,75.7601165771
352,3347000.0,75.7591247559
353,3346000.0,75.7638702393
354,3345000.0,75.7653045654
355,3344000.0,75.7702407837
356,3343000.0,75.7802505493
357,3342000.0,75.7685546875
358,3341000.0,75.7786254883
359,3340000.0,75.7711029053
360,3339000.0,75.7738265991
361,3338000.0,75.7764587402
362,3337000.0,75.7800140381
363,3336000.0,75.7921142578
364,3335000.0,75.7832641602
365,3334000.0,75.7870635986
366,3333000.0,75.7926177979
367,3332000.0,75.8000640869
368,3331000.0,75.804397583
369,3330000.0,75.8019332886
370,3329000.0,75.8012084961
371,3328000.0,75.8037261963
372,3327000.0,75.8065643311
373,3326000.0,75.8116836548
374,3325000.0,75.8043212891
375,3324000.0,75.8051300049
376,3323000.0,75.8109893799
377,3322000.0,75.8088684082
378,3321000.0,75.8164901733
379,3320000.0,75.8213806152
380,3319000.0,75.820892334
381,3318000.0,75.8311538696
382,3317000.0,75.8014373779
383,3316000.0,75.8043899536
384,3315000.0,75.8054351807
385,3314000.0,75.8059616089
386,3313000.0,75.8057632446
387,3312000.0,75.8062591553
388,3311000.0,75.8062744141
389,3310000.0,75.8093109131
390,3309000.0,75.8202514648
391,3308000.0,75.802482605
392,3307000.0,75.8076629639
393,3306000.0,75.8014526367
394,3305000.0,75.8126449585
395,3304000.0,75.799407959
396,3303000.0,75.8082885742
397,3302000.0,75.7975769043
398,3301000.0,75.7989883423
399,3300000.0,75.7997741699
400,3299000.0,75.8003387451
401,3298000.0,75.7987518311
402,3297000.0,75.799407959
403,3296000.0,75.8003234863
404,3295000.0,75.7988891602
405,3294000.0,75.8037109375
406,3293000.0,75.797744751
407,3292000.0,75.7997283936
408,3291000.0,75.7902297974
409,3290000.0,75.7922286987
410,3289000.0,75.7975311279
411,3288000.0,75.7947540283
412,3287000.0,75.7957763672
413,3286000.0,75.7969665527
414,3285000.0,75.7983169556
415,3284000.0,75.8001708984
416,3283000.0,75.802772522
417,3282000.0,75.8038482666
418,3281000.0,75.8024291992
419,3280000.0,75.8017959595
420,3279000.0,75.8000335693
421,3278000.0,75.7985610962
422,3277000.0,75.8060531616
423,3276000.0,75.7995910645
424,3275000.0,75.8018341064
425,3274000.0,75.8079833984
426,3273000.0,75.801651001
427,3272000.0,75.8131561279
428,3271000.0,75.8058166504
429,3270000.0,75.8154678345
430,3269000.0,75.8086242676
431,3268000.0,75.80859375
432,3267000.0,75.8066558838
433,3266000.0,75.8081588745
434,3265000.0,75.8074645996
435,3264000.0,75.8107833862
436,3263000.0,75.8214645386
437,3262000.0,75.8105926514
438,3261000.0,75.8106155396
439,3260000.0,75.8118286133
440,3259000.0,75.8171768188
441,3258000.0,75.8226776123
442,3257000.0,75.816444397
443,3256000.0,75.8240432739
444,3255000.0,75.8255081177
445,3254000.0,75.81640625
446,3253000.0,75.8168182373
447,3252000.0,75.8163528442
448,3251000.0,75.8100280762
449,3250000.0,75.8097076416
450,3249000.0,75.8000335693
451,3248000.0,75.8051452637
452,3247000.0,75.8063583374
453,3246000.0,75.8010406494
454,3245000.0,75.8007659912
455,3244000.0,75.815574646
456,3243000.0,75.8112487793
457,3242000.0,75.8086090088
458,3241000.0,75.8113708496
459,3240000.0,75.814666748
460,3239000.0,75.7973327637
461,3238000.0,75.8166732788
462,3237000.0,75.8100585938
463,3236000.0,75.8120498657
464,3235000.0,75.8095169067
465,3234000.0,75.8108520508
466,3233000.0,75.8054504395
467,3232000.0,75.8095855713
468,3231000.0,75.8103713989
469,3230000.0,75.8134689331
470,3229000.0,75.8162384033
471,3228000.0,75.8181381226
472,3227000.0,75.8233413696
473,3226000.0,75.8115692139
474,3225000.0,75.8475952148
475,3224000.0,75.8506164551
476,3223000.0,75.8561401367
477,3222000.0,75.8577575684
478,3221000.0,75.8536071777
479,3220000.0,75.8430099487
480,3219000.0,75.8508148193
481,3218000.0,75.875541687
482,3217000.0,75.8814926147
483,3216000.0,75.8753662109
484,3215000.0,75.8753051758
485,3214000.0,75.8798675537
486,3213000.0,75.8888320923
487,3212000.0,75.8936004639
488,3211000.0,75.8870239258
489,3210000.0,75.890411377
490,3209000.0,75.8705596924
491,3208000.0,75.9019165039
492,3207000.0,75.9032592773
493,3206000.0,75.9069442749
494,3205000.0,75.9533157349
495,3204000.0,75.9532623291
496,3203000.0,75.9290618896
497,3202000.0,75.8963928223
498,3201000.0,75.9037246704
499,3200000.0,76.004776001
500,3199000.0,75.8868026733
501,3198000.0,75.974899292
502,3197000.0,76.0338973999
503,3196000.0,76.0019836426
504,3195000.0,76.0242996216
505,3194000.0,75.9433288574
506,3193000.0,75.9588623047
507,3192000.0,75.9591217041
508,3191000.0,75.9539108276
509,3190000.0,75.9467849731
510,3189000.0,75.9475097656
511,3188000.0,75.9503860474
512,3187000.0,75.9530410767
513,3186000.0,75.9584960938
514,3185000.0,75.9499053955
515,3184000.0,75.9556121826
516,3183000.0,75.9573364258
517,3182000.0,75.9562225342
518,3181000.0,75.9571304321
519,3180000.0,75.9627227783
520,3179000.0,75.9616928101
521,3178000.0,75.9646911621
522,3177000.0,75.9691238403
523,3176000.0,75.9683074951
524,3175000.0,75.9653930664
525,3174000.0,75.9748382568
526,3173000.0,75.9780426025
527,3172000.0,75.9817657471
528,3171000.0,75.9904022217
529,3170000.0,75.9811630249
530,3169000.0,75.9887771606
531,3168000.0,75.9892730713
532,3167000.0,75.9769134521
533,3166000.0,75.9813766479
534,3165000.0,75.993057251
535,3164000.0,75.9944000244
536,3163000.0,76.0058441162
537,3162000.0,76.0025100708
538,3161000.0,76.0030593872
539,3160000.0,76.0081939697
540,3159000.0,76.0055465698
541,3158000.0,76.0149002075
542,3157000.0,76.0078048706
543,3156000.0,75.9985198975
544,3155000.0,76.0019378662
545,3154000.0,76.010269165
546,3153000.0,76.0013504028
547,3152000.0,76.0402679443
548,3151000.0,76.0516738892
549,3150000.0,76.0675048828
550,3149000.0,76.0590820312
551,3148000.0,76.0809555054
552,3147000.0,76.0501022339
553,3146000.0,76.0618743896
554,3145000.0,76.0273284912
555,3144000.0,76.0366668701
556,3143000.0,76.0386199951
557,3142000.0,76.0621566772
558,3141000.0,76.0646820068
559,3140000.0,76.0664138794
560,3139000.0,76.0817337036
561,3138000.0,76.0896072388
562,3137000.0,76.0765228271
563,3136000.0,76.092376709
564,3135000.0,76.0534667969
565,3134000.0,76.0849456787
566,3133000.0,76.0886383057
567,3132000.0,76.0524597168
568,3131000.0,76.0780487061
569,3130000.0,76.0942611694
570,3129000.0,76.0641479492
571,3128000.0,76.0853347778
572,3127000.0,76.0919265747
573,3126000.0,76.0666427612
574,3125000.0,76.1142425537
575,3124000.0,76.130821228
576,3123000.0,76.2229919434
577,3122000.0,76.2378234863
578,3121000.0,76.106048584
579,3120000.0,76.2549133301
580,3119000.0,76.1213531494
581,3118000.0,76.1091461182
582,3117000.0,76.1148376465
583,3116000.0,76.1637115479
584,3115000.0,76.1918334961
585,3114000.0,76.1906433105
586,3113000.0,76.1966934204
587,3112000.0,76.1839294434
588,3111000.0,76.1883850098
589,3110000.0,76.1858825684
590,3109000.0,76.2123336792
591,3108000.0,76.3767852783
592,3107000.0,76.1715240479
593,3106000.0,76.1401290894
594,3105000.0,76.1352233887
595,3104000.0,76.1446228027
596,3103000.0,76.1260986328
597,3102000.0,76.2038879395
598,3101000.0,76.2764434814
599,3100000.0,76.2849578857
600,3099000.0,76.2644348145
601,3098000.0,76.2686462402
602,3097000.0,76.2752609253
603,3096000.0,76.2793273926
604,3095000.0,76.2988967896
605,3094000.0,76.2733459473
606,3093000.0,76.277557373
607,3092000.0,76.3227081299
608,3091000.0,76.3118438721
609,3090000.0,76.2808837891
610,3089000.0,76.3444824219
611,3088000.0,76.3294525146
612,3087000.0,76.3204956055
613,3086000.0,76.3419189453
614,3085000.0,76.3534545898
615,3084000.0,76.3064422607
616,3083000.0,76.3361129761
617,3082000.0,76.3251190186
618,3081000.0,76.3083190918
619,3080000.0,76.3130187988
620,3079000.0,76.3300094604
621,3078000.0,76.3114624023
622,3077000.0,76.3368759155
623,3076000.0,76.3572540283
624,3075000.0,76.3308258057
625,3074000.0,76.3054046631
626,3073000.0,76.3239440918
627,3072000.0,76.3199157715
628,3071000.0,76.3649139404
629,3070000.0,76.3292694092
630,3069000.0,76.33152771
631,3068000.0,76.3423080444
632,3067000.0,76.3399276733
633,3066000.0,76.3637237549
634,3065000.0,76.3613739014
635,3064000.0,76.3225860596
636,3063000.0,76.3358612061
637,3062000.0,76.3207702637
638,3061000.0,76.3484039307
639,3060000.0,76.3306121826
640,3059000.0,76.3802261353
641,3058000.0,76.3391647339
642,3057000.0,76.3374938965
643,3056000.0,76.3820800781
644,3055000.0,76.3411178589
645,3054000.0,76.4862060547
646,3053000.0,76.3362197876
647,3052000.0,76.3565979004
648,3051000.0,76.3502197266
649,3050000.0,76.3450775146
650,3049000.0,76.3603286743
651,3048000.0,76.3519439697
652,3047000.0,76.3660812378
653,3046000.0,76.3756103516
654,3045000.0,76.3440933228
655,3044000.0,76.3585510254
656,3043000.0,76.3358840942
657,3042000.0,76.3612670898
658,3041000.0,76.3775863647
659,3040000.0,76.3353118896
660,3039000.0,76.3386993408
661,3038000.0,76.3610229492
662,3037000.0,76.3575515747
663,3036000.0,76.3583526611
664,3035000.0,76.3575820923
665,3034000.0,76.351524353
666,3033000.0,76.3688354492
667,3032000.0,76.3674316406
668,3031000.0,76.3528747559
669,3030000.0,76.3524017334
670,3029000.0,76.3567428589
671,3028000.0,76.3725509644
672,3027000.0,76.4105224609
673,3026000.0,76.3927612305
674,3025000.0,76.3663330078
675,3024000.0,76.4150543213
676,3023000.0,76.3836212158
677,3022000.0,76.6170196533
678,3021000.0,76.3777389526
679,3020000.0,76.3800964355
680,3019000.0,76.3826065063
681,3018000.0,76.3756103516
682,3017000.0,76.3719100952
683,3016000.0,76.3705596924
684,3015000.0,76.3875732422
685,3014000.0,76.3691101074
686,3013000.0,76.4204177856
687,3012000.0,76.3998413086
688,3011000.0,76.3843688965
689,3010000.0,76.4137420654
690,3009000.0,76.3972930908
691,3008000.0,76.4035415649
692,3007000.0,76.3801116943
693,3006000.0,76.3826065063
694,3005000.0,76.3789215088
695,3004000.0,76.4103469849
696,3003000.0,76.4038314819
697,3002000.0,76.4272613525
698,3001000.0,76.4111251831
699,3000000.0,76.3920059204
700,2999000.0,76.3863372803
701,2998000.0,76.3934555054
702,2997000.0,76.4039459229
703,2996000.0,76.4248580933
704,2995000.0,76.4060211182
705,2994000.0,76.4303665161
706,2993000.0,76.3919525146
707,2992000.0,76.3989562988
708,2991000.0,76.3952026367
709,2990000.0,76.4301147461
710,2989000.0,76.4088439941
711,2988000.0,76.3977813721
712,2987000.0,76.4338760376
713,2986000.0,76.3904495239
714,2985000.0,76.3930664062
715,2984000.0,76.4267578125
716,2983000.0,76.3916091919
717,2982000.0,76.3942871094
718,2981000.0,76.4329605103
719,2980000.0,76.3912124634
720,2979000.0,76.4017333984
721,2978000.0,76.3888320923
722,2977000.0,76.4043579102
723,2976000.0,76.4076080322
724,2975000.0,76.4146957397
725,2974000.0,76.4068908691
726,2973000.0,76.4053497314
727,2972000.0,76.4590988159
728,2971000.0,76.4453048706
729,2970000.0,76.3963088989
730,2969000.0,76.3979187012
731,2968000.0,76.4057006836
732,2967000.0,76.4146728516
733,2966000.0,76.4442520142
734,2965000.0,76.4040527344
735,2964000.0,76.40965271
736,2963000.0,78.4142379761
737,2962000.0,78.4093551636
738,2961000.0,78.414642334
739,2960000.0,78.4130706787
740,2959000.0,78.4118881226
741,2958000.0,78.4280548096
742,2957000.0,78.4205856323
743,2956000.0,78.4008712769
744,2955000.0,78.4155273438
745,2954000.0,78.4168701172
746,2953000.0,78.4176101685
747,2952000.0,78.4287719727
748,2951000.0,78.4219055176
749,2950000.0,78.4287109375
750,2949000.0,78.4649429321
751,2948000.0,78.4223556519
752,2947000.0,78.4260559082
753,2946000.0,78.4562301636
754,2945000.0,78.4492797852
755,2944000.0,78.433883667
756,2943000.0,78.4102935791
757,2942000.0,78.4500274658
758,2941000.0,78.4398651123
759,2940000.0,78.4697113037
760,2939000.0,78.4260253906
761,2938000.0,78.452911377
762,2937000.0,78.4263534546
763,2936000.0,78.4330749512
764,2935000.0,78.462600708
765,2934000.0,78.4633331299
766,2933000.0,78.4429550171
767,2932000.0,78.4815597534
768,2931000.0,78.4764633179
769,2930000.0,78.4490966797
770,2929000.0,78.4592285156
771,2928000.0,78.4480438232
772,2927000.0,78.4702606201
773,2926000.0,78.4536514282
774,2925000.0,78.4454421997
775,2924000.0,78.4843139648
776,2923000.0,78.4987945557
777,2922000.0,78.5113677979
778,2921000.0,78.4977416992
779,2920000.0,78.5124664307
780,2919000.0,78.487701416
781,2918000.0,78.5048751831
782,2917000.0,78.4907684326
783,2916000.0,78.5428619385
784,2915000.0,78.5980453491
785,2914000.0,78.5893096924
786,2913000.0,78.5631561279
787,2912000.0,78.4986419678
788,2911000.0,78.6234893799
789,2910000.0,78.6479187012
790,2909000.0,78.6118621826
791,2908000.0,78.6035919189
792,2907000.0,78.6650772095
793,2906000.0,78.6758728027
794,2905000.0,78.5592803955
795,2904000.0,78.7042922974
796,2903000.0,78.6254272461
797,2902000.0,78.6740570068
798,2901000.0,78.6473770142
799,2900000.0,78.6236877441
800,2899000.0,78.6024780273
801,2898000.0,78.6231079102
802,2897000.0,78.6442718506
803,2896000.0,78.6042480469
804,2895000.0,78.6062088013
805,2894000.0,78.614654541
806,2893000.0,78.6053390503
807,2892000.0,78.6238250732
808,2891000.0,78.6534881592
809,2890000.0,78.6081771851
810,2889000.0,78.6608657837
811,2888000.0,78.6249771118
812,2887000.0,78.6228103638
813,2886000.0,78.6232452393
814,2885000.0,78.6119766235
815,2884000.0,78.6295776367
816,2883000.0,78.6179656982
817,2882000.0,78.608581543
818,2881000.0,78.6134490967
819,2880000.0,78.6229324341
820,2879000.0,78.6363449097
821,2878000.0,78.6374969482
822,2877000.0,78.676071167
823,2876000.0,78.6355514526
824,2875000.0,78.6284790039
825,2874000.0,78.622253418
826,2873000.0,78.6371536255
827,2872000.0,78.6225738525
828,2871000.0,78.6272125244
829,2870000.0,78.6244125366
830,2869000.0,78.6685256958
831,2868000.0,78.6667633057
832,2867000.0,78.648651123
833,2866000.0,78.6338500977
834,2865000.0,78.6466522217
835,2864000.0,78.6369094849
836,2863000.0,78.6396484375
837,2862000.0,78.6543502808
838,2861000.0,78.623374939
839,2860000.0,78.6564025879
840,2859000.0,78.6583633423
841,2858000.0,78.6462554932
842,2857000.0,78.6365966797
843,2856000.0,78.6591796875
844,2855000.0,78.6523590088
845,2854000.0,78.6499099731
846,2853000.0,78.6625213623
847,2852000.0,78.6684112549
848,2851000.0,78.6537704468
849,2850000.0,78.6549758911
850,2849000.0,78.6624526978
851,2848000.0,78.6641693115
852,2847000.0,78.6672821045
853,2846000.0,78.6784820557
854,2845000.0,78.6820678711
855,2844000.0,78.6859130859
856,2843000.0,78.6748733521
857,2842000.0,78.6845092773
858,2841000.0,78.6838760376
859,2840000.0,78.6810913086
860,2839000.0,78.6824645996
861,2838000.0,78.6919326782
862,2837000.0,78.6819915771
863,2836000.0,78.6806945801
864,2835000.0,78.6733627319
865,2834000.0,78.6864242554
866,2833000.0,78.6907958984
867,2832000.0,78.6914215088
868,2831000.0,78.6899337769
869,2830000.0,78.6894073486
870,2829000.0,78.6917419434
871,2828000.0,78.6907196045
872,2827000.0,78.6959991455
873,2826000.0,78.687461853
874,2825000.0,78.7045593262
875,2824000.0,78.6949615479
876,2823000.0,78.6999359131
877,2822000.0,78.7036361694
878,2821000.0,78.692199707
879,2820000.0,78.7069091797
880,2819000.0,78.6970367432
881,2818000.0,78.6979064941
882,2817000.0,78.6956176758
883,2816000.0,78.6965789795
884,2815000.0,78.6954193115
885,2814000.0,78.7041015625
886,2813000.0,78.7029647827
887,2812000.0,78.7074966431
888,2811000.0,78.6810150146
889,2810000.0,78.7047424316
890,2809000.0,78.7044067383
891,2808000.0,78.7081604004
892,2807000.0,78.719543457
893,2806000.0,78.7044067383
894,2805000.0,78.6969528198
895,2804000.0,78.7029724121
896,2803000.0,78.715713501
897,2802000.0,78.7027893066
898,2801000.0,78.7107925415
899,2800000.0,78.7139892578
900,2799000.0,78.7089157104
901,2798000.0,78.7118377686
902,2797000.0,78.7166900635
903,2796000.0,78.721206665
904,2795000.0,78.7209777832
905,2794000.0,78.7250976562
906,2793000.0,78.6887512207
907,2792000.0,78.7063751221
908,2791000.0,78.7117156982
909,2790000.0,78.728225708
910,2789000.0,78.7117156982
911,2788000.0,78.7072143555
912,2787000.0,78.6985549927
913,2786000.0,78.7011642456
914,2785000.0,78.6912994385
915,2784000.0,78.6840209961
916,2783000.0,78.7088012695
917,2782000.0,78.6860275269
918,2781000.0,78.6780929565
919,2780000.0,78.7079620361
920,2779000.0,78.7224273682
921,2778000.0,78.7052307129
922,2777000.0,78.6742095947
923,2776000.0,78.7025222778
924,2775000.0,78.71434021
925,2774000.0,78.7429656982
926,2773000.0,78.7109909058
927,2772000.0,78.6892166138
928,2771000.0,78.7462768555
929,2770000.0,78.7766647339
930,2769000.0,78.7110214233
931,2768000.0,78.7264938354
932,2767000.0,78.711517334
933,2766000.0,78.8122634888
934,2765000.0,78.6940231323
935,2764000.0,78.686416626
936,2763000.0,78.7146759033
937,2762000.0,78.7188415527
