,step,cost
179,153000.0,113.052139282
180,152000.0,113.089355469
181,151000.0,113.299453735
182,150000.0,113.185073853
183,149000.0,113.226272583
184,148000.0,113.298843384
185,147000.0,113.362976074
186,146000.0,113.303344727
187,145000.0,113.356262207
188,144000.0,113.506332397
189,143000.0,113.466690063
190,142000.0,113.649459839
191,141000.0,113.498413086
192,140000.0,113.562423706
193,139000.0,113.750976562
194,138000.0,113.788139343
195,137000.0,113.711647034
196,136000.0,113.756134033
197,135000.0,113.974227905
198,134000.0,113.998352051
199,133000.0,114.080879211
200,132000.0,114.129318237
201,131000.0,114.195281982
202,130000.0,114.416824341
203,129000.0,114.124717712
204,128000.0,114.454437256
205,127000.0,114.431228638
206,126000.0,114.427352905
207,125000.0,114.263580322
208,124000.0,114.400360107
209,123000.0,114.526657104
210,122000.0,114.549453735
211,121000.0,114.648040771
212,120000.0,114.645637512
213,119000.0,114.802520752
214,118000.0,114.80909729
215,117000.0,114.902488708
216,116000.0,114.71131897
217,115000.0,115.036384583
218,114000.0,114.909339905
219,113000.0,115.074020386
220,112000.0,115.155899048
221,111000.0,115.361679077
222,110000.0,115.431915283
223,109000.0,116.294952393
224,108000.0,116.307510376
225,107000.0,116.833930969
226,106000.0,116.91103363
227,105000.0,116.73449707
228,104000.0,116.888175964
229,103000.0,116.815505981
230,102000.0,116.987220764
231,101000.0,117.034912109
232,100000.0,117.152313232
233,99000.0,117.10496521
234,98000.0,117.205604553
235,97000.0,117.277542114
236,96000.0,117.340766907
237,95000.0,117.484039307
238,94000.0,117.542457581
239,93000.0,117.61605835
240,92000.0,117.677764893
241,91000.0,117.70123291
242,90000.0,117.936904907
243,89000.0,118.00932312
244,88000.0,118.065765381
245,87000.0,118.066078186
246,86000.0,118.315170288
247,85000.0,118.316596985
248,84000.0,118.427154541
249,83000.0,118.442436218
250,82000.0,118.466209412
251,81000.0,118.645614624
252,80000.0,118.835739136
253,79000.0,118.842697144
254,78000.0,119.021148682
255,77000.0,119.067802429
256,76000.0,119.257072449
257,75000.0,119.698654175
258,74000.0,119.642272949
259,73000.0,119.794502258
260,72000.0,119.778305054
261,71000.0,120.023178101
262,70000.0,120.121627808
263,69000.0,120.288070679
264,68000.0,120.270248413
265,67000.0,120.484764099
266,66000.0,120.452011108
267,65000.0,120.677238464
268,64000.0,120.719329834
269,63000.0,120.832092285
270,62000.0,120.910064697
271,61000.0,121.079742432
272,60000.0,121.26171875
273,59000.0,121.516418457
274,58000.0,121.712936401
275,57000.0,122.082695007
276,56000.0,122.526931763
277,55000.0,122.604904175
278,54000.0,122.790374756
279,53000.0,123.052650452
280,52000.0,123.129203796
281,51000.0,123.319320679
282,50000.0,123.464332581
283,49000.0,123.647972107
284,48000.0,123.904159546
285,47000.0,124.373344421
286,46000.0,124.661605835
287,45000.0,124.69165802
288,44000.0,125.136383057
289,43000.0,125.104415894
290,42000.0,125.509628296
291,41000.0,125.710830688
292,40000.0,125.953086853
293,39000.0,126.309951782
294,38000.0,126.958000183
295,37000.0,127.086418152
296,36000.0,127.255325317
297,35000.0,127.516609192
298,34000.0,127.729804993
299,33000.0,127.9584198
300,32000.0,128.715744019
301,31000.0,129.057434082
302,30000.0,129.325531006
303,29000.0,129.429458618
304,28000.0,129.830871582
305,27000.0,130.1043396
306,26000.0,130.565597534
307,25000.0,130.743942261
308,24000.0,131.121276855
309,23000.0,131.560394287
310,22000.0,132.03894043
311,21000.0,132.648712158
312,20000.0,133.062316895
313,19000.0,133.723052979
314,18000.0,134.230926514
315,17000.0,135.126251221
316,16000.0,136.067337036
317,15000.0,138.12600708
318,14000.0,140.140304565
319,13000.0,141.482788086
320,12000.0,143.066452026
321,11000.0,145.871749878
322,10000.0,148.486236572
323,9000.0,154.214233398
324,8000.0,156.704498291
325,7000.0,159.727233887
326,6000.0,163.30380249
327,5000.0,169.916595459
328,4000.0,175.287307739
329,3000.0,182.8097229
330,2000.0,202.06036377
331,1000.0,223.619262695
332,0.0,638.731201172
333,0.0,651.129638672
